Stock Number,Barcode,Name
9/01501(Mt),612555561099,S/S Flush Drop Locion & Latch (L/H)
4203-50RL,209871356310,Lube Bowl Metal 72 Series
41787,805495318258,Adjuster Drive Shaft
Hire Equipment,539839838379,Equipment Hire -
22832111,648330452769,1/8 3 Port Pilot Spring opp Valve
S-OP20/2 (THS),154735322840,Hydraulic Detent
26.032SCALM,087298611305,Roman Seliger Coupling & Clamp
52350228 (Mt),574707526905,EPDM Seat & Bearing Seal Kit
P3095,141223283668,Diaphragm suit AVV3.0 Vent
P171539,593148195305,Hydraulic Return Filter-Donaldson
UA1167,532677496962,50x25 Flat Bar AL/mtr
ABC275796,971211843556,Trailer Release Valve
CPO (Rhino),215200053498,Chassis Pole 750mm long Offset
CPO (TWL),883938257599,Chassis Pole 750mm long Offset
777-861ORK,228359278535,O Ring Repair Kit 861 API
AL-BR-076-051,956828929440,76mm F/M Camlock x 51mm Male BSP
3150-04,012603258751,Lube Bowl Transparent (Lge) L11
WIKAWG7095 (Norgren),792679886679,63 DIA Gauge L/F R/E 1/4
WIKAWG7095 (Pipeline),799293048424,63 DIA Gauge L/F R/E 1/4
WIKAWG7095 (Waitemata),230523451368,63 DIA Gauge L/F R/E 1/4
WIKAWG7095 (Wika),041781645591,63 DIA Gauge L/F R/E 1/4
777-891HRK,620711582871,Handle Repair Kit-861/897 API
777-1711T,003161782258,Push-on VR Cap
0553038L,043637271552,38mm IVG Genova S&D Hose/mtr
SLP LABEL10,725167345914,SLP Label (Pack of 10)
16K511818,057022490974,1/8x1/8 BSPP Banjo Assembly
API-PC,814596151250,"""API Dust Cap Plastic 6"""""""
TE API-RDFLG,795248142742,API Round Flange
AL-DCL-076L,004762083902,76mm Camlock Dust Cap Lockable
AL-DCX-076,276284524831,76mm Camlock Cap Cross Arms
HP14032201830D,676328915592,1-1/4 Piano Hinge 304 SS/mtr
PVV104-13,704332787792,Nylon Coated Lead Ball - Suit PVV104
HS9774,106787335380,"""4"""" White PVC Hose Slinky"""
HS9774 - KBDCL102 (HCD),,"""4"""" White PVC Hose Slinky"""
56SW110,342239815206,PDL on/off Switch
MFI Toby Brkt,177863550003,MFI TOBY Lifter Bracket
BF4-SG-25  (Global Plastics),732061756771,Faucet Sight Glass Flange 25mm
BF4-SG-25  (Tankers),302563474312,Faucet Sight Glass Flange 25mm
BF4-SG-25  (Liquip),130253807497,Faucet Sight Glass Flange 25mm
886-491-414-002,089872405787,25mm ZVA Swivel STR
BF4-SG-25  (LEP Engineering),704048537436,Faucet Sight Glass Flange 25mm
Comp Re-Inspection TW,168670384023,Tank Wagon Re-Inspection (Per Visit)
TE LSLBRKT,032628571242,Rubber LED Stork Bracket
TE NYLOTF,829921511226,Nylon Tightfill Mount
886-470-025-001 (ER-381),439881377297,25mm Curved Spout ZVA
AVV3R-3,491412676399,Spindle Assembly
U9217,888012551989,Ultra Drain Guard Witches Hat
R801742-402,729480943834,Trelor Hatch Spring
LTE4-7/HAN,274139477919,Lip Seal Nitrile suit LTE 4x4
HC6267,560582699945,"""4"""" White Slinky Hose Protect"
LTE4-7,551081900124,Viton Lip Seal suit LTE 4x4
AL-MC038-FC051,684269571192,"""1 1/2"""" Male Camlock x 2"""""""
50RUB - 05578778 (Blackwoods),602651488543,"""Gas Rated Ball Valve 2"""" BSP"""
50RUB - 554105 (MRC),255716903810,"""Gas Rated Ball Valve 2"""" BSP"""
B92G-NNK-AR1-RMG,494240337532,Filter/Regulator
HC0062S,868573329302,API Plastic Dust Cap
ASOB12.7,795704353365,SpillTech Oil Boom 3mtr
6898,439541171333,"""Seal Ring, Strainer end cover"
DTA80,861028931480,"""3"""" Male Camlock Square Dipfi"
52011396,620274402284,Seat F990 080
BF4-2,694644813901,Flange M/S 100mm
886-491-414-001,683544097969,"""ZVA 19mm Swivel 1"""" Inlet"""
70.333.1028,293460854176,Multipole 10P Base Deep Bottom 16A 415V
886-470-001 (ER-312),075050628802,32 mm Curved Spout ZVA
6307LLU,262634411547,Ball Bearing Deep Groove
6307-2RS,666799025801,Ball Bearing (heavy) 2 Seals
02.050605AA,502328030210,Hose 50mm S&D Fuel/Water/mtr
26.040SCALM,348805533888,Roman Seliger Coupling & Clamp
COR1015,749378241808,Rubberised Transformer Cork 1.5mm/mtr sq
D5078 - No Freight,573418834863,225 VIP Aviation Drum (no freight)
BF4,244170403163,"""Alloy Flange suit 4"""" Butterfly Valve"""
TE API-HFLG,576117747270,API Hanging Flange
HL454217,652106919948,Full Mount suit LED Beacon
AL-DR-051-032,858557531600,51mm F/M Camlock x F/M BSP 32mm
BPAIR AVGAS TRAILERHOSE,108210602204,Avgas Trailer Hose Pressure Test
717-R802974-002,310968055874,Treloar Locking Lever
BF3,144705962950,Alloy Flange 75mm Butterfly Valve
886-240-032-001,879821760208,Elaflex Tankwagon Hose 32mm/mtr
HL1533-24V,149887956420,Work Lamp 24v Flood
HL1533-RE24V,272352061988,Reversing Lamp 24v
SS-D-051,844715315392,51mm S/S F/M Camlock x F/M BSP
MFI TODOSPAN,355255702600,50 Todo Spanner
C8062L,803163499737,API Alloy Dust Cap
VTE3 STOW,168207653114,Vapour Elbow Stowage Orange
AL-MC032-FC038,802298841938,"""1 1/4"""" Male Camlock x 1 1/2"""" Female Camlock"""
VOH200-3,192851331890,LQ Handle Bridge - Suit VOH200
RRFCPNL,134292785067,"""Fuel Cap Alu Non Lockable 3"""""
747-311-1183,733017039730,Heil Under-run Cast Corner
7614-2400,970519143089,Todo SCM50 Screw & Roller
5000-25,624781898001,AP Dust Cap Plastic (Lockable)
5621380,316882632056,38mm R/S Coupling BSPT Male
22832312,314558622090,1/8 3 Port Lever Roller Valve
2006880 (Mt),786751231569,Seat F250 100 EPDM
SS-A-076,435082486940,S/S Male Camlock x F/M BSP
UA1556,320297796499,125x12 Flat Bar AL/Mtr
MFI RECON PISTON,677290529535,Brass Foot Valve Piston Recon
PSG63,292793334567,63mm Spiral Hose Protector/mtr
PFVBV31130301,709744981503,1/8 BSP 3 Port 2 POS Plunger Valve
P6086,912662242233,Goretex Teflon Gasket suit SLV5
D5078 - incl freight,975507261154,225ltr Steel Drum
BSV32C,436952250527,32mm Elaflex Tankwagon Hose/mtr
AL-DCL-100,422813530556,100m Camlock Dust Cap Lockable
BSV25C (TW25),172410635802,25mm Elaflex Tankwagon Hose/mtr
FTA80,731970780501,"""3"""" Camlock Fill Adaptor"""
22852111,310143805483,1/8 5 Port Pilot Spring Valve
5VS-402-800,814874781113,Rotowink Black/Green
5VS-401-800,129454748238,Rotowink Black/Red
SFC-5810E,773516844462,Spin-on Hydraulic Return Filter
SFC-5825E,783887547115,Spin-on Hydraulic Return Filter
FTFNS,142551446450,"""Filler Neck Steel 3"""" Alloy Sleeve"""
0553051L,467111412639,51mm IVG Genova S&D Hose/mtr
48571,614662906679,Air Eliminator ST/ST Reed
MS PLATE 6.0,128321386747,6mm Plate
BF4-7,878901919693,"""4"""" Alloy Blank Flange"""
VOH100-9,167933088576,Pin suit VOH-3A Locking Latch
22832211,834149471931,1/8 3 Port Lever Bearing Valve
AL-MC3-FC2,672695929525,"""3"""" Male Camlock x 2"""" Female"
MAT900 (Hose Supplies),459844059298,Grey/Black Tube Matting/mtr
MAT900 (Bay Direct),475990961714,Grey/Black Tube Matting/mtr
Comp In-Serv Prime Mover,031993628671,Tank Wagon - Prime Mover
Comp Pre-Com PM,808747265776,Pre-Commissioning PM
228533292 (Mt),973301784167,1/8 5 Port Pos Lever Valve
PVV204-8S,855487887406,S/S Pressure Poppet suit PVV20
2285292,193501666228,1/8 5 Port 2 Pos Lever Control Valve
T330/5010,555232036616,Foot Valve Handle Tanktainer
AL-MC4-FC3,684927781009,"""4"""" Male Camlock x 3"""" Female Camlock"""
VTE3-7,348500703984,Lip Seal suit VTE-3 3 V.R. Elbow
2000-TS0925,652085489828,Probe Overfill Cover Assembly
584132,216810266268,R/S 32mm S/S Tail & Clamp
2000-TS0925-987 (717-SC100),850201621210,Trelor Probe Cover
MODEL1010,239145787723,Licence Holder Multi Purpose
V20-COUP,560217819803,V20 Coupling Assembly
30420006 was 30420001,,EBW Poly Cap to suit Vapour Coupler
30420001,972307270262,EBW Poly Cap to suit Vapour Coupler
2285211,633888613395,1/8 5 Port Tappet Panel Spring
P4292,813090075304,"""Teflon Gasket suit 4"""" API Flange"""
MFI Tier1,,Tier1 Hose Pressure Testing
MFI Cold Work Permit,361966587723,MFI Cold Work Permit
MFI KEY TAG,315507935857,Electronic Key Holder
727-702351,,Blocking Gear
HOSE TEST,897115152949,Pressure Test and Certify Bulk Hose
Comp In-Serv Small Trail,216905251491,Tank Wagon Small Trailer
PVV204-3,392448522193,Lead Ball for PVV204 Vent
SKF6013-2RS1,622109515183,Deep Groove Ball Bearing
LDP105-2,751205445659,222mm Probe Ext suit LDP100 Overfill
VPECFOOT,560928677670,Viton Gasket suit old style Foot Valve
P2480,505591253913,Teflon Poppet O Ring
LPE100,775271561591,Liquip Probe Emulator suit Minifuel Overfill Circuit
5117A-2,202811466109,SCM50AL Todo Drive Plate
2285211121,852067619718,1/8 5 Port Pilot/Diff Spring Valve
P4449,881132672387,Spirawave Spring suit API513/API700/API710
1300,166379686681,Regulator Valve Sealco
DTA65,109364890434,"""2 1/2"""" Male Camlock Square D"
RUBBER3 (Shuk),079539048429,3mm Insertion Rubber/mtr sq
P4534,443940257732,Combination Seal suit APINZ
228329111,753777695986,1/8 3 Port Lever/Pilot Valve
330-205-425-00,723201451651,Drybreak Coupler Gaskets Viton
ML20-3V,734571177632,Mechanical Seal MH020 Viton
HYDRO HT,936606595320,Hydrostatic Hose Testing
2283211121,820402671350,1/8 3 Port Pilot Dif Valve
228321112,868465851367,1/8 3 Port Pilot Pilot Valve
AL-FC3-MC2,482707505361,"""3"""" Female Camlock x 2"""" Male Camlock"""
SP010E10B/4,354509635753,Filter Element High Pressure
R72G-2GK-RMN,720925428553,1/4 Regulator 0-10 BAR
584138,565250462398,R/S 38mm S/S Tail & Clamp
SKMFI-1,096091220572,Barrel Spill Kit Contents only
Lab T1/2,,Labour Call Out  T1/2
AL-DC-100TE,547329589587,VR Cap 100mm Special
2000-TS0975,309357072424,Tightfill Locking Block Assembly
91419,882013252551,Blackmer Vane
EPROM,042572654560,LPG Selectronic Chip
PVV204-9S,056141088045,S/S Valve Seat suit PVV204
2000-TS0922,004203313812,Locking Lever suit MC402
FIRE EX2.0KG 2A4OBE (Wormald),145994078566,2.0kg ABES Extinguisher
FIRE EX2.0KG 2A40BE(Firewatch),466073125896,2.0kg ABES Extinguisher
UA1128,405529948604,150x75x9 Angle AL/mtr
BP DG1,380833609069,DG1 Service Check
MFI HT Brkt,868392370902,VR Hose Tray Bracket
APLDG1,950197058390,DG1 Service Check
PL0925-814,802754430187,Plastic Grey Guard
BSV38C,056926436801,38mm Elaflex Tankwagon Hose/mtr
UA4430,178933009250,200x10 Flat Bar AL/mtr
HL6012,327587957926,Reverse Alarm/Signal Horn
UA PLATE 3.0,703699410004,3mm Plate AL/Sq mtr
BF4 25ALI,509825764757,25mm Flange Profile Plate
R12HP-14,730512316354,Rubber Mount suit Hydraulic Motor Mount
VCM-DC,798724226814,"""Vapour Recovery 4"""" Cap"""
747-9261-0011-390-T,727599127913,"""Elbow Belled SR.3"""" 90deg"""
VMB00144,555640819244,9KG Ansual ABE Bracket
VMBF0284,964678103282,9KG Premium ABE Bracket
UA1158,388108345631,150x12 Flat Bar AL/mtr
22852211,891220884166,1/8 5 Port Roller/Spring Valve
KALREZ113 (Liquip),986691443016,Faucet Shaft Kalrez Seal
VM430-01-00,170148494192,1/8 Port Valve No/NC 1/8 SMC
KALREZ113 (NZ Seal Service),312273599623,Faucet Shaft Kalrez Seal
THSC1230,211636046018,"""Suzi Coil 1/2"""" Red/Blue Pair 3M"""
FIRE EX2.0KG 2A40BE (Brooking),047912712327,2.0kg ABES Extinguisher
AL-FC4-MC3,661412970908,"""4"""" Female Camlock x 3"""" Male Camlock"""
26.050SCALM,713525977853,Roman Seliger Coupling & Clamp 50mm
1300-80,295561372268,Sealco Priority Valve
TANK005,710084109335,Pneumatic Rota Wink
JETA1 HSEND,780919991375,Jet Selective A1 Hose End
EA375.1,128030104651,ZVA25 Swivel
P4515,991143481131,Bearing suit Liquip Hose Reel Swivel
,,DG Service Check
FIRE EX2.3 DRY (Firewatch Sth),868033393908,2.3kg Dry Powder Extinguisher
FIRE EX2.3DRY (Brooking),534710960385,2.3kg Dry Powder Extinguisher
344114,166449266392,Hoover Teflon Coated Seal suit Inspection Hatch
PVV204-7C,450373224673,Rollover Assembly c/w Teflon S
HOSE OILD076,846119758150,76mm Oil Delivery Hose/mtr
76VRHOSE,538877945877,76mm Vapour Hose/mtr
UA1653,372987532416,150x75x8 Channel AL/mtr
8285216,281484899903,Pneumatic 3 Port Pilot Return
2283292,479981546541,1/8 3 Port Lever Control Valve
777-891ORK,220274538070,O Ring Repair Kit - 891 API
P0241,058066150174,Seal for SH301 Swingback Hatch
4203-58RL,952407428111,Lube Bowl metal closed Bott
6013LLU,484268781896,Ball Bearing Deep Grove Hose Reel
SF 76 BUNKER HOSE,938665383318,76mm Bunker Hose
FIRE EX2.5KG DRYPOWDER (Firewa,725451495136,2.5kg Dry Powder Fire
FIRE EX2.5KG DRYPOWDER (Brooki,725780857342,2.5kg Dry Powder Fire Extinguisher
TANK0010,360335002373,Pneumatic Rotary Indicator
778-EURO100RK-V,746995531873,"""Seal Kit - EURO100, Viton GFL"
T10303PS,427341382080,"""3"""" BSP S/S ISO Cap"""
22852112,575572613340,1/8 5 Port Tappet-Dif Return Valve
MFI RECON PEC,993907975827,PEC Vent Reco
HD EXTBRKT2.5,369263118011,Heavy Duty Extinguisher B
EMH500-7,504341439648,Drive Shaft and Dog suit Hex Drive LC Meter no Calibrator
SCK50AL,635325512453,Ali Cap for Todo Male
BPAIR HYDRANT PILVALVE,272923906654,Hydrant Pilot Valve Rebuild
BPAIR AVGAS REFUELHOSE,531050240975,Avgas Refueller Hose Pressure Test
BPAIR METERCAL,543986147689,Vehicle Meter Calibration per Truck
2000-TS440-719 (717-R802072-70,268298352507,Seal Coaming for MC402 Manway
P0341,753402837864,Z/P Spring suit VOH100
API-SB,780705353916,API Stowage Blank
RAM-101,872702693437,Ram Mount with 2 RAM Bases
Comp Pre-Com Small Trail,494306950262,TW Pre-Commissioning Small Trailer Inspection
R012290-002,463737260915,Trelor SV80 Alloy Disc
17004BBC,333720216732,ASU Filter-Reg 1/4
777-891SRK,810544740763,Shaft Repair Kit - 891 API
SKF6012-2RS,406684053424,Ball Bearing to suit Hose Reel
17030B,685528166210,1/4 BSP Shut-off Valve
FIRE EX2.0KG 3A3OBE,432489536946,2.0kg ABE Extinguisher and Bra
FIRE EX RECHARGE DRY (Firewatc,668200970378,Recharge 9.0kg Dry Powder
717-210KL-40,910767241924,Stem & Packing suit OPW 1 1/4 Nozzle
LC-COVER,003620607486,Selectronic Register Weather Hood
P7591,744410447022,Gortex Tank Flange Gasket
886-240-038-001,031203452033,Elaflex Tankwagon Hose 38mm/mtr
600-TW38,952798556802,Elaflex Tankwagon Hose 38mm/mtr
SWD,528171498267,Shell Water Detection Capsules/box of 8
22852112A,101551003685,1/8 5 Port Tappet Air OPP Valve
2285211DIF,939337413233,1/8 5 Port Tappet Spring OPP Valve
CALLOUT PFH,222949432160,After Hours Call out
HCTBL PVC,473850996652,Hazchem Double on PVC
MFI 700 CONE Wheel Base,862150342620,700mm CONE Wheel Base
HAZCHEMDBLPVC,951726935670,Hazchem Double on PVC
MFI 900 CONE Wheel Base,891365358866,900 CONE Wheel Base
MS PLATE 8.0,489704986782,8mm Plate
MFI P&E HIRE,685594457411,Pump & Equipment Hire
110587,620378518685,Sealco Pilot Valve Interlock
747-9261-0011-490(745-BES490AL,760383883468,"""Elbow, Belled, SR 4"""" 90deg"""
VM430-01-00/VM-01AS,374215848333,Lever Roller Valve
PR635S,360813327993,Guard Plastic Silver
600-TW-50,230002757023,Elaflex Tankwagon Hose 50mm/mtr
777-C40151A-4,168585298972,Civacon Overfill Truck Plug
P7815,219760944292,100gm Silicon - Flouro Grease
MFI Gas Free Cert,119700170091,Gas Free Certification
6094-4,256363403066,Todo Drive Plate
HL2151-BULK,520855757481,LED Indicator Lamp Amber - DuraLED
9950501,146133480227,Overfill Truck Plug Pressure Switch
P4330,801042285731,Gore-tex Gasket suit SLV Tank Flange
HL2146-H,890470459262,LED Ind Insert Horizontal
5V09202010 (Hydraulic Spec),739995425503,3 POS Detent Spring Return
22852211DIF,744720390618,1/8 5 Port Roller Valve
22852212A1,683396929616,1/8 5 Port Roller Diff return Air OPP Valve
228522121,922592453739,1/8 5 Port Roller/Dif Return Valve
00838-000(Mt),073756504679,1290 Upper Poppet
MFI COMS PLATE,678317553129,5mm Profile Coms Plate
110591 (Brassfit),960547915307,Control Valve Sealco
110591 (TWL),228011675874,Control Valve Sealco
51-JUMP-0.7,089940238105,0.7mtrx51mm Jumper Hose
API-DP,207301139092,API Dust Plug
VOH-3A,623448135003,AC Locking Handle Manlid
VM430-01-YAN8054,356348613651,Mechanical Valve 3/2 Handle & Boot
P4602,857718841801,Product Seal T Type Viton suit API556/700/710/725
VRB3.5-3,185457418263,Vapour recovery Valance Elbow 45o
SKO25,412302264302,Carry Bag Spill Kit 25ltr
22432111,940908331485,1/4 3 Port Pilot Spring OPP Valve
8512,616234495218,Overfill Adaptor Plate
MFI LEGINSERT,926002842204,Landing Leg Insert
BF4-SG-40  (Tankers),597056603536,Faucet Sight Glass Flange 40mm
BF4-SG-40 (Global Platics),790257944878,Faucet Sight Glass Flange 40mm
DGFLIP,173990498985,Dangerous Goods Flip Over Signage
Comp In-Serv TW,563743483165,Tank Wagon In-Service Inspecti
ACL404-3AT,296575387896,Spindle for Chemical Foot Valve
747-045-0925-040,155899715717,Coupling AL Vict Buna 4
BSV50C,,50mm Elaflex Tankwagon Hose/mtr
5621397,493938007716,50mm R/S Coupling BSPT Male
779-1995TWD-2BRK,419005232322,Vapour Vent Repair Kit N/O
MFI DG MTR,851705166768,Degas Pump & Meter
Lab DT,,Labour Call out DT
99600B (TWL),572038137820,Sealco Air Valve
TWL99600,408556798759,Auto Shut-off Valve Sealco
BSU025-BT-MF,,"""1"""" BSPT Brass Swivel"""
99600B (Brassfit),051144040513,Sealco Air Valve
51-JUMP-0.8,829411909908,0.8mtrx51mm Jumper Hose
X3044002,979408416055,1/8 5 Port Plunger Spring Valve
ER500-05C,314449443628,Key Pad c/w Back Plate
VOH200-2,563523579765,Bridge Suit Manlid
HL2332-H24,740090561736,LED Module Stop/Rear Lamp
800-85253,428399049416,Filter Element suit Hydraflow Cooler
AVV3L-9,973797301841,Weld Flange suit AVV3W
SF 102 BUNKER HOSE,459439184082,102mm Bunker Hose
MFI SLP,376095620978,Safe Load Pass Certification
3041302,229756355522,1/8 3-Port Pilot Spring Valve
224533191,145412999231,1/4 5 Port 3 POS Lever Valve
3040002,341995313923,1/8 3 Port Plunger Spring Valve
AL-FT-076,242332978296,76mm BSP Flange
330-205-425-001,043285396846,"""Gasket Viton 4"""" Drybreak/pai"
F92C-NND-AT0,808825974259,Filter Coalescing
88015001,182972425443,EBW 3 Way Air Valve suit VR Coupler
LTA4x3,394646441834,100mm x 75mm BSP Fill Adaptor
MFI HYD HT,571115026744,Hydraulic Hose Testing
MFI SLPPFH,567859803275,Safe Load Pass Certification
AL1206,996852772276,Alloy Mudguard  1200*600
800-350002,430533233785,Filter Hydra Flow Slimline
800-350001,665309501337,Filter HydraFlow Slimline
TE LHTBMP,146791039284,Pressed Steel Light Carrier Galved
900-S-S2-11 (Mt),925295876056,Mantek Spare Part Kit
51-JUMP-0.9,521852325293,0.9mtrx51mm Jumper Hose
51-JUMP-1.0,145413134619,1.0mtrx51mm Jumper Hose
H05331,167002313718,Trigger suit OPW1290 Nozzle
V60A5D7A-X5090,060731505404,1/8 5 Port Pilot Spring Valve
777-200,237317990361,Civicon Air Interlock Valve
3040302,581192665052,1/8 3 Port Toggle Valve
X3039302,077464258247,1/8 5 Port Lever Roller Valve
P5929,403607026691,Pneumatic Pressure Switch suit ITP114 Truck Plug
886-491-416-001 (102-EA-318-4),881783911282,32mm ZVA Swivel
777-300,273441439230,Civicon Valve - Interlock
BPAIR AVGAS TRAILER1,173863100201,Avgas Trailer Millipore - 1 Monthly Check
BPAIR AVGAS TRAILER3,399248103055,Avgas Trailer Millipore - 3 Monthly Check
BPAIR DEPOTHOSE,061529434126,Depot QC Truck Hose Pressure Test
NA80-9J,921528813064,Female Camlock Jet Selective
3040402,437733716359,1/8 3 Port Butt Spring Valve
RE070N10B/2,216497120802,Hydraulic Filter
747-9148-0001-T,850364915622,Faucet Barrier Bar Lock Mechanism
17008BE,518682570071,ASU Filter-Coalescing 1/ 4BSP
51-JUMP-1.1,975435865441,1.1mtrx51mm Jumper Hose
TE AL DONUT 051,998115942698,Aluminium Circular Tube 51mm
ORC8.0V75 (Mt),122959916826,O Ring Chord 8mm Viton/mtr
330-082-002 (708-874-0874,525039500041,Duratuff Dust Cap (Diecast)
BS844,617697930051,Latching Button
77520201,256899180116,"""EBW 4"""" Tightfill Side Seal C"
HL5619-24V,273528622783,LED Surface Mount Day Light/pr
MS PLATE 10.0,210193721162,10mm Plate
250P 3-10-21,980068876083,Humphrey Splitter Valve
VOH400-2,434423744747,Bridge to suit VOH400 Manlid
446/008/360/2,923276278002,Plug ABS 24v
HL1657,351088194911,Strobe Lamp 12-72v Firebolt Amber
LTE4-SG (Global Platics),875370710543,Sightglass 100mm Tightfill
S-OP10/L (THS),808629332561,Lever Box Assy
LTE4-SG (Liquip),474043339545,Sight Glass 100mm Tightfill
3040202,713949107191,1/8 3 Port Roller Valve
SS MESH (S&T Stainless Ltd),706209577923,Flameproof Mesh 304 S/S per Sq
SS MESH (Wakefield Metals),915321569778,Flameproof Mesh 304 S/S per Sq mtr
API-LC,748377811284,API Lockable Dust Cap
API401-6C,318760609836,Poppet Assy for AP1403 Chemical
BL92-F31D,,8mm PTC Excelon Aux Air 
289288,952485911650,Inversion Valve Assembly
SKO50,521482197949,Carry Bag Spill Kit 50ltr
51-JUMP-1.2,830631572041,1.2mtrx51mm Jumper Hose
17006BBCP,235194172426,ASU Filter Reg & Lube 1/4
ZYQ25,205286842420,Auto ZYQ Diesel Nozzle 25mm
COR1001 (Shuk),043075822112,Rubberised Transformer Cork 3.0mm/mtr sq
PVV204-7S,094624409403,S/S Rollover Poppet suit PVV20
5LEV107800 (Windust),044330597359,Walvoil Lever Box suit Hydraul
5LEV107800 (Hydraulic Specs),881700807218,Walvoil Lever Box suit Hydraulic Valve
5LEV107800 (Tanker Eng),450341466434,Walvoil Lever Box suit Hydraulic Valve
FIRE EXH,450598414143,Fire Extinguisher Holder
PVVREPKITZ,582306305954,PVV104 Overhaul Kit c/w Poppet
283700 (BNT),081086696459,Interlock Valve Bendix
TE MS LHTBAR,248867001988,Steel Light Bar Assembly
898-470-417-001,247111049889,1 1/2 Aviation Spout
FIRE EXT 2.5KGABE (Wormald),881136478950,2.5kg ABE Dry Powder Extinguis
FIRE EXT 2.5KGABE (Firewatch),116611596904,2.5kg ABE Dry Powder Fire Extinguisher
51-JUMP-1.3,873219858550,1.3mtrx51mm Jumper Hose
747-9142-0010-T,154283600056,Heil Transfer Pipe Seal
777-301 (was 777-201),125719778631,Assy Air Interlock Valve
V60A4D7A-XA090,406783599995,1/8 3 Port Pilot Spring Valve
V60A5D7A-XA090,221416042070,1/8 5 Port Pilot Spring Valve
TE SPLKIT BRK,961126685002,Spill Kit Bracket
FG-0-512-2,808396003650,Facet Monitor Cartridge 0.5 300x140mm
FG-0-609-2,577352988350,Facet Monitor Cartridge 0.5-230x152mm
ACO51201,849161211949,Velcon Aquacon suit VF61
2000-T196SVRK-777,357254453836,Vapour Vent Repair Kit
R12HP-10,499268147444,Lock Pin Assembly suit Liquip Hose Reel
777-875,062784209179,Civicon API Alloy Dust Cap
359624,260019034061,Long White Mudflap Polyarmour
MC402RK,268933725941,Pressure/Vacuum Valve Repair Kit
LTE4-1-4,938194120233,"""4"""" Camlock to suit LTE4x4"""
ILS400-3,842309643137,Strainer Part - Basket Alum
PI-1200,181167403605,Product Indicator 12 Sides
3041202,369734984851,1/8 3 Port Pilot/Pilot Diff Valve
20759,178016006715,Socket Insert Assembly
3040802,245003962335,1/8 3 Port Push Butt Pilot Valve
OS-60988,,Filer/Separator suit VF609 Vessel
3041502,565964765059,1/8 3 Port Button Spring Valve
M1201H,403229292582,Metal Enclosure
51-JUMP-1.4,809970597716,1.4mtrx51mm Jumper Hose
SLP LABEL25,552362908760,SLP Label (Pack of 25)
777-E10003AH,606080224059,Nose Cone 861 Civicon
DFV100-18,959985093099,DFV100 Register Bracket
HOSE OILDO89,687555678392,89mm Oil Delivery Hose/mtr
AL1006 (TWL),299360113841,Alloy Mudguard 1000x600
AL1006 (Rhino),048385814551,Alloy Mudguard 1000x600
UA PLATE 5.0,751739255233,5mm Plate AL/Sq mtr
TE AL DONUT 075,111010482900,Aluminium Circular Tube 75mm
55102088,700464526789,3 Port Lever Joucomatic
KALREZ218,865223683065,O Ring Kalrez
,652196552943,3 monthly Tank Wagon Check (Rigid)
HYDROBODY,177996485582,Hydrostatic Bulk Body Test
17008BES,803177020525,ASU Filter-Coalescing 1/4BSP
API-DCLA,545132032040,API Cap Aluminium with Lockable Lever
42822,898136395358,Air Eliminator Seal Plate Buna
2010825 (Mt),366075103971,80mm Keystone Butterfly Valve
ACO60901,762086349923,Velcon Aquacon suit VF609 & Facet VFCS-21 0.5 Micron
3M STONEGUARD,841494505056,3M Stone Guard/mtr
51-JUMP-1.5,120035165244,1.5mtrx51mm Jumper Hose
API401-6,074636416460,API Poppet Assy Complete With
V60A5DDA-XA020,359363505378,1/8 5 Port Air Op Pilot
88041001,289030641426,"""API EBW Coupler 3"""" Drop Adaptor"""
BPAIR ANNUAL TANK INSPECTION,629704239212,Annual Tank Inspection
BPAIR AVGAS REFUEL1,878431055062,Avgas Refueller Millipore - 1 Mth Check
BPAIR DEPOT1,499578354023,Depot QC Truck Millipore - 1 Monthly Check
TP104-3,640552351016,Truck Plug Assy Outer Plug
VH3.5,923206746130,90mm Vapour Recovery Hose/mtr
TP101-1,825702428594,Housing suit Overfill Truck Plug
Comp Pre-Com TW,999737362102,Pre-Commissioning TW
BSU032-BT-MF,551208298050,1 1/4 BSPT Brass Swivel
DG321G-AG,528443977948,1 1/4 Brass M&F Swivel
ABV12,602636020505,"""Apollo Ball Valve 1/2"""""""
EMH400-23,553533870426,Steel Shaft slotted Drive shaft suit LQ Pulser to L/C Meter
AVV3-12,640422776549,Poly Louvre Suit AVV3 Vent
51-JUMP-1.6,086535055754,1.6mtrx51mm Jumper Hose
SKO80,139547362693,Spill Kit 80ltr
AVV3R-5,516659359178,Cover suit AVV3.0 Sequential Vent
RM/92032/M/25,393088754672,Barrier Ram New 2001 Compact
AL1106 (Rhino),569095972177,Alloy Mudguard
AL1106 (TWL),480194092964,Alloy Mudguard
747-035-0348-T,618099217594,T-Interlock Bar Kit S/S Assembly
3029302,867403476403,1/8 3 Port Roller Spring Valve
3042402,933815592409,1/8 3 Port Push Pull Pilot Valve
3060102,979483516270,1/4'' 3 Port Pilot Spring Valve
BLAZE BAR,231710532808,Blaze 24v Flashing Light Bar
51-JUMP-1.7,808132626660,1.7mtrx51mm Jumper Hose
LL100,791397493117,VOH100 Lock Assembly
HD EXTBRKT9,265190140763,Heavy Duty Extinguisher Bracket 9kg
887-9950501,728452514614,Overfill Truck Plug Pressure Switch
03M29302,951418882598,3.2 1/8 Roller Spring
API-MC3,688580645512,API to 76mm Camlock Gravity Coupler
